,Parameters,Mean Accuracy,Std Dev Accuracy
214,"{'C': 127.42749857031335, 'gamma': 0.026366508987303555, 'kernel': 'rbf'}",0.9306578120959881,0.003492736622716479
215,"{'C': 127.42749857031335, 'gamma': 0.05455594781168514, 'kernel': 'rbf'}",0.9298309861887762,0.003416740366456265
216,"{'C': 127.42749857031335, 'gamma': 0.11288378916846883, 'kernel': 'rbf'}",0.9291879415527472,0.0011491991805276276
217,"{'C': 127.42749857031335, 'gamma': 0.23357214690901212, 'kernel': 'rbf'}",0.9219321456094329,0.0031741502695656542
218,"{'C': 127.42749857031335, 'gamma': 0.4832930238571752, 'kernel': 'rbf'}",0.9138499455658181,0.00486787464184549
219,"{'C': 127.42749857031335, 'gamma': 1.0, 'kernel': 'rbf'}",0.9013593571325229,0.004057808430131194
220,"{'C': 206.913808111479, 'gamma': 1e-06, 'kernel': 'rbf'}",0.899340336171672,0.0079096154019916
221,"{'C': 206.913808111479, 'gamma': 2.06913808111479e-06, 'kernel': 'rbf'}",0.9111873316199537,0.0036982569356293553
222,"{'C': 206.913808111479, 'gamma': 4.281332398719396e-06, 'kernel': 'rbf'}",0.9156875895548799,0.0031739778678649116
223,"{'C': 206.913808111479, 'gamma': 8.858667904100832e-06, 'kernel': 'rbf'}",0.9184429588405034,0.003023622597769366
224,"{'C': 206.913808111479, 'gamma': 1.8329807108324375e-05, 'kernel': 'rbf'}",0.9215655110422724,0.002472956688105554
225,"{'C': 206.913808111479, 'gamma': 3.792690190732254e-05, 'kernel': 'rbf'}",0.9247798906085958,0.001900913930640205
226,"{'C': 206.913808111479, 'gamma': 7.847599703514606e-05, 'kernel': 'rbf'}",0.9258821142480892,0.002151669020170915
227,"{'C': 206.913808111479, 'gamma': 0.0001623776739188721, 'kernel': 'rbf'}",0.9270758278066082,0.0014268299261913568
228,"{'C': 206.913808111479, 'gamma': 0.0003359818286283781, 'kernel': 'rbf'}",0.9272594825357177,0.001913116136337937
229,"{'C': 206.913808111479, 'gamma': 0.0006951927961775605, 'kernel': 'rbf'}",0.9286370617268016,0.0014679273485764344
230,"{'C': 206.913808111479, 'gamma': 0.0014384498882876629, 'kernel': 'rbf'}",0.9301984221890682,0.001764879370823775
231,"{'C': 206.913808111479, 'gamma': 0.002976351441631316, 'kernel': 'rbf'}",0.9308412559216418,0.0024922172538830315
232,"{'C': 206.913808111479, 'gamma': 0.00615848211066026, 'kernel': 'rbf'}",0.9313005192864882,0.0035277865256410704
233,"{'C': 206.913808111479, 'gamma': 0.012742749857031322, 'kernel': 'rbf'}",0.9320354334677632,0.0035058024873614426
234,"{'C': 206.913808111479, 'gamma': 0.026366508987303555, 'kernel': 'rbf'}",0.9301988018152881,0.003263828870549383
235,"{'C': 206.913808111479, 'gamma': 0.05455594781168514, 'kernel': 'rbf'}",0.9301067213665869,0.002647123445109124
236,"{'C': 206.913808111479, 'gamma': 0.11288378916846883, 'kernel': 'rbf'}",0.9268002191708711,0.0016291063763937562
237,"{'C': 206.913808111479, 'gamma': 0.23357214690901212, 'kernel': 'rbf'}",0.9196362505921115,0.0033250169051609307
238,"{'C': 206.913808111479, 'gamma': 0.4832930238571752, 'kernel': 'rbf'}",0.9121046772902955,0.005287116241388357
239,"{'C': 206.913808111479, 'gamma': 1.0, 'kernel': 'rbf'}",0.8994306872120378,0.005454183666667167
240,"{'C': 335.9818286283781, 'gamma': 1e-06, 'kernel': 'rbf'}",0.9083403458732311,0.00455244021107064
241,"{'C': 335.9818286283781, 'gamma': 2.06913808111479e-06, 'kernel': 'rbf'}",0.9143099260024137,0.0029246545778877104
242,"{'C': 335.9818286283781, 'gamma': 4.281332398719396e-06, 'kernel': 'rbf'}",0.9185348283857493,0.0033789632250728688
243,"{'C': 335.9818286283781, 'gamma': 8.858667904100832e-06, 'kernel': 'rbf'}",0.9205554100321713,0.0031649742825102475
244,"{'C': 335.9818286283781, 'gamma': 1.8329807108324375e-05, 'kernel': 'rbf'}",0.9243208803278957,0.003052366464887118
245,"{'C': 335.9818286283781, 'gamma': 3.792690190732254e-05, 'kernel': 'rbf'}",0.9272596934391732,0.0016944955502007858
246,"{'C': 335.9818286283781, 'gamma': 7.847599703514606e-05, 'kernel': 'rbf'}",0.9267084761676987,0.0010980768195881893
247,"{'C': 335.9818286283781, 'gamma': 0.0001623776739188721, 'kernel': 'rbf'}",0.9273514364423455,0.0013932185768488232
248,"{'C': 335.9818286283781, 'gamma': 0.0003359818286283781, 'kernel': 'rbf'}",0.9282696679072007,0.0012448652556107742
249,"{'C': 335.9818286283781, 'gamma': 0.0006951927961775605, 'kernel': 'rbf'}",0.9290961985495747,0.0014718799668581046
250,"{'C': 335.9818286283781, 'gamma': 0.0014384498882876629, 'kernel': 'rbf'}",0.9306575590118413,0.0019495657646999398
251,"{'C': 335.9818286283781, 'gamma': 0.002976351441631316, 'kernel': 'rbf'}",0.9312086497412426,0.0033668276164063437
252,"{'C': 335.9818286283781, 'gamma': 0.00615848211066026, 'kernel': 'rbf'}",0.9315761701029167,0.003968809319608965
253,"{'C': 335.9818286283781, 'gamma': 0.012742749857031322, 'kernel': 'rbf'}",0.9322191725582547,0.004200748313778233
254,"{'C': 335.9818286283781, 'gamma': 0.026366508987303555, 'kernel': 'rbf'}",0.9308415933671708,0.0037762989759973116
255,"{'C': 335.9818286283781, 'gamma': 0.05455594781168514, 'kernel': 'rbf'}",0.9293720180887675,0.002947331378517518
256,"{'C': 335.9818286283781, 'gamma': 0.11288378916846883, 'kernel': 'rbf'}",0.9250554992443331,0.0022812961065146716
257,"{'C': 335.9818286283781, 'gamma': 0.23357214690901212, 'kernel': 'rbf'}",0.9174317189517422,0.002629988317738729
258,"{'C': 335.9818286283781, 'gamma': 0.4832930238571752, 'kernel': 'rbf'}",0.9087067273562452,0.0048212307536231215
259,"{'C': 335.9818286283781, 'gamma': 1.0, 'kernel': 'rbf'}",0.8971346234719517,0.005507017653256343
260,"{'C': 545.5594781168514, 'gamma': 1e-06, 'kernel': 'rbf'}",0.9137589196343946,0.003248118715776053
261,"{'C': 545.5594781168514, 'gamma': 2.06913808111479e-06, 'kernel': 'rbf'}",0.9168815140168546,0.002628956541991269
262,"{'C': 545.5594781168514, 'gamma': 4.281332398719396e-06, 'kernel': 'rbf'}",0.9193614855701965,0.0032372773353622564
263,"{'C': 545.5594781168514, 'gamma': 8.858667904100832e-06, 'kernel': 'rbf'}",0.9228511363267282,0.0015495865582649947
264,"{'C': 545.5594781168514, 'gamma': 1.8329807108324375e-05, 'kernel': 'rbf'}",0.9261575119803709,0.0015618135745786728
265,"{'C': 545.5594781168514, 'gamma': 3.792690190732254e-05, 'kernel': 'rbf'}",0.9267086027097718,0.0018613581316871306
266,"{'C': 545.5594781168514, 'gamma': 7.847599703514606e-05, 'kernel': 'rbf'}",0.9267086448904631,0.001813896464477711
267,"{'C': 545.5594781168514, 'gamma': 0.0001623776739188721, 'kernel': 'rbf'}",0.9277187037198729,0.001404872053646303
268,"{'C': 545.5594781168514, 'gamma': 0.0003359818286283781, 'kernel': 'rbf'}",0.9286370617268016,0.0015518766186500743
269,"{'C': 545.5594781168514, 'gamma': 0.0006951927961775605, 'kernel': 'rbf'}",0.9290962407302658,0.000469797766996418
270,"{'C': 545.5594781168514, 'gamma': 0.0014384498882876629, 'kernel': 'rbf'}",0.9309330832861964,0.002458673116784018
271,"{'C': 545.5594781168514, 'gamma': 0.002976351441631316, 'kernel': 'rbf'}",0.9320353069256899,0.003785417908719106
272,"{'C': 545.5594781168514, 'gamma': 0.00615848211066026, 'kernel': 'rbf'}",0.932035391287072,0.0033211379151590194
273,"{'C': 545.5594781168514, 'gamma': 0.012742749857031322, 'kernel': 'rbf'}",0.9315761701029167,0.003705112523691429
274,"{'C': 545.5594781168514, 'gamma': 0.026366508987303555, 'kernel': 'rbf'}",0.9308415511864794,0.0033887709645677878
275,"{'C': 545.5594781168514, 'gamma': 0.05455594781168514, 'kernel': 'rbf'}",0.9295557149985679,0.0024330607769091294
276,"{'C': 545.5594781168514, 'gamma': 0.11288378916846883, 'kernel': 'rbf'}",0.9226672706941633,0.0018454709434143916
277,"{'C': 545.5594781168514, 'gamma': 0.23357214690901212, 'kernel': 'rbf'}",0.9166966782283941,0.00457236972806674
278,"{'C': 545.5594781168514, 'gamma': 0.4832930238571752, 'kernel': 'rbf'}",0.906594233983886,0.0035208047696262124
279,"{'C': 545.5594781168514, 'gamma': 1.0, 'kernel': 'rbf'}",0.8960326529166049,0.005508576251480976
280,"{'C': 885.8667904100823, 'gamma': 1e-06, 'kernel': 'rbf'}",0.915687631735571,0.003251645450114702
281,"{'C': 885.8667904100823, 'gamma': 2.06913808111479e-06, 'kernel': 'rbf'}",0.9183510892952578,0.0028931055146058688
282,"{'C': 885.8667904100823, 'gamma': 4.281332398719396e-06, 'kernel': 'rbf'}",0.921657338406827,0.002372551332145861
283,"{'C': 885.8667904100823, 'gamma': 8.858667904100832e-06, 'kernel': 'rbf'}",0.9247798906085958,0.001900913930640205
284,"{'C': 885.8667904100823, 'gamma': 1.8329807108324375e-05, 'kernel': 'rbf'}",0.9258821142480891,0.002209776555797283
285,"{'C': 885.8667904100823, 'gamma': 3.792690190732254e-05, 'kernel': 'rbf'}",0.9269840426227448,0.001184675889588378
286,"{'C': 885.8667904100823, 'gamma': 7.847599703514606e-05, 'kernel': 'rbf'}",0.9266165644417619,0.0010555799404724194
287,"{'C': 885.8667904100823, 'gamma': 0.0001623776739188721, 'kernel': 'rbf'}",0.9280858866360182,0.0013848778959821462
288,"{'C': 885.8667904100823, 'gamma': 0.0003359818286283781, 'kernel': 'rbf'}",0.9289125860011567,0.0010616364756561544
289,"{'C': 885.8667904100823, 'gamma': 0.0006951927961775605, 'kernel': 'rbf'}",0.9302900808308584,0.001470469705407153
290,"{'C': 885.8667904100823, 'gamma': 0.0014384498882876629, 'kernel': 'rbf'}",0.9311166114732325,0.002160486640102859
291,"{'C': 885.8667904100823, 'gamma': 0.002976351441631316, 'kernel': 'rbf'}",0.9312087341026247,0.003512241270298141
292,"{'C': 885.8667904100823, 'gamma': 0.00615848211066026, 'kernel': 'rbf'}",0.9321272186516267,0.0028487063886360907
293,"{'C': 885.8667904100823, 'gamma': 0.012742749857031322, 'kernel': 'rbf'}",0.9311172020029079,0.003631681378971549
294,"{'C': 885.8667904100823, 'gamma': 0.026366508987303555, 'kernel': 'rbf'}",0.9305657738279779,0.0026831638144612186
295,"{'C': 885.8667904100823, 'gamma': 0.05455594781168514, 'kernel': 'rbf'}",0.9279023162682911,0.0018119788254839283
296,"{'C': 885.8667904100823, 'gamma': 0.11288378916846883, 'kernel': 'rbf'}",0.9191773668534851,0.0027773322911219364
297,"{'C': 885.8667904100823, 'gamma': 0.23357214690901212, 'kernel': 'rbf'}",0.9144007832110728,0.004847045817334241
298,"{'C': 885.8667904100823, 'gamma': 0.4832930238571752, 'kernel': 'rbf'}",0.9055835846248007,0.006589118959698789
299,"{'C': 885.8667904100823, 'gamma': 1.0, 'kernel': 'rbf'}",0.893644297824362,0.005127864867034978
300,"{'C': 1438.449888287663, 'gamma': 1e-06, 'kernel': 'rbf'}",0.9185348705664402,0.003630753623939244
301,"{'C': 1438.449888287663, 'gamma': 2.06913808111479e-06, 'kernel': 'rbf'}",0.9205554100321713,0.0031649742825102475
302,"{'C': 1438.449888287663, 'gamma': 4.281332398719396e-06, 'kernel': 'rbf'}",0.924504535057005,0.00268898693614207
303,"{'C': 1438.449888287663, 'gamma': 8.858667904100832e-06, 'kernel': 'rbf'}",0.9270759543486816,0.0016151537005042985
304,"{'C': 1438.449888287663, 'gamma': 1.8329807108324375e-05, 'kernel': 'rbf'}",0.926616648803144,0.0010892511035953878
305,"{'C': 1438.449888287663, 'gamma': 3.792690190732254e-05, 'kernel': 'rbf'}",0.9270759965293728,0.0015050403881723168
306,"{'C': 1438.449888287663, 'gamma': 7.847599703514606e-05, 'kernel': 'rbf'}",0.9276267076325538,0.0012206303215571226
307,"{'C': 1438.449888287663, 'gamma': 0.0001623776739188721, 'kernel': 'rbf'}",0.9281778827233372,0.0017054469677070436
308,"{'C': 1438.449888287663, 'gamma': 0.0003359818286283781, 'kernel': 'rbf'}",0.9287288890913562,0.0007333688650743146
309,"{'C': 1438.449888287663, 'gamma': 0.0006951927961775605, 'kernel': 'rbf'}",0.9310248684700599,0.0023516755062944726
310,"{'C': 1438.449888287663, 'gamma': 0.0014384498882876629, 'kernel': 'rbf'}",0.9309329989248141,0.0032702310926553007
311,"{'C': 1438.449888287663, 'gamma': 0.002976351441631316, 'kernel': 'rbf'}",0.9319435639225174,0.003558522411400203
312,"{'C': 1438.449888287663, 'gamma': 0.00615848211066026, 'kernel': 'rbf'}",0.9329540445588386,0.003890371221598305
313,"{'C': 1438.449888287663, 'gamma': 0.012742749857031322, 'kernel': 'rbf'}",0.9313007723706349,0.0026325999740158886
314,"{'C': 1438.449888287663, 'gamma': 0.026366508987303555, 'kernel': 'rbf'}",0.9302900808308584,0.0027950051152146414
315,"{'C': 1438.449888287663, 'gamma': 0.05455594781168514, 'kernel': 'rbf'}",0.926432740989888,0.002041950843660924
316,"{'C': 1438.449888287663, 'gamma': 0.11288378916846883, 'kernel': 'rbf'}",0.9193607684984475,0.002508527971657196
317,"{'C': 1438.449888287663, 'gamma': 0.23357214690901212, 'kernel': 'rbf'}",0.9114616326542663,0.00441030324968907
318,"{'C': 1438.449888287663, 'gamma': 0.4832930238571752, 'kernel': 'rbf'}",0.9023690785164039,0.0052415505095357836
319,"{'C': 1438.449888287663, 'gamma': 1.0, 'kernel': 'rbf'}",0.8926342811756435,0.006028216097484259
320,"{'C': 2335.7214690901214, 'gamma': 1e-06, 'kernel': 'rbf'}",0.9192696160249507,0.0031292330663312377
321,"{'C': 2335.7214690901214, 'gamma': 2.06913808111479e-06, 'kernel': 'rbf'}",0.9228511785074194,0.001935118972288028
322,"{'C': 2335.7214690901214, 'gamma': 4.281332398719396e-06, 'kernel': 'rbf'}",0.9261575119803709,0.0015618135745786728
323,"{'C': 2335.7214690901214, 'gamma': 8.858667904100832e-06, 'kernel': 'rbf'}",0.9268004300743267,0.0016961168939507404
324,"{'C': 2335.7214690901214, 'gamma': 1.8329807108324375e-05, 'kernel': 'rbf'}",0.9262493815256165,0.0016449033922200345
325,"{'C': 2335.7214690901214, 'gamma': 3.792690190732254e-05, 'kernel': 'rbf'}",0.9273513099002721,0.001369235427134971
326,"{'C': 2335.7214690901214, 'gamma': 7.847599703514606e-05, 'kernel': 'rbf'}",0.9274430529034445,0.001564245206742919
327,"{'C': 2335.7214690901214, 'gamma': 0.0001623776739188721, 'kernel': 'rbf'}",0.9289126703625389,0.001842008985358739
328,"{'C': 2335.7214690901214, 'gamma': 0.0003359818286283781, 'kernel': 'rbf'}",0.9288207164559109,0.0012323804256181897
329,"{'C': 2335.7214690901214, 'gamma': 0.0006951927961775605, 'kernel': 'rbf'}",0.9313921779282784,0.0028138346368687677
330,"{'C': 2335.7214690901214, 'gamma': 0.0014384498882876629, 'kernel': 'rbf'}",0.9319434795611352,0.003665165530219494
331,"{'C': 2335.7214690901214, 'gamma': 0.002976351441631316, 'kernel': 'rbf'}",0.931943395199753,0.002953416296293605
332,"{'C': 2335.7214690901214, 'gamma': 0.00615848211066026, 'kernel': 'rbf'}",0.9321272186516267,0.0037326834782531438
333,"{'C': 2335.7214690901214, 'gamma': 0.012742749857031322, 'kernel': 'rbf'}",0.9311168645573791,0.0031400982836478023
334,"{'C': 2335.7214690901214, 'gamma': 0.026366508987303555, 'kernel': 'rbf'}",0.9297390744628394,0.0022894163114801224
335,"{'C': 2335.7214690901214, 'gamma': 0.05455594781168514, 'kernel': 'rbf'}",0.9250552883408772,0.0020344714728386276
336,"{'C': 2335.7214690901214, 'gamma': 0.11288378916846883, 'kernel': 'rbf'}",0.9162378788511498,0.0030868077191513114
337,"{'C': 2335.7214690901214, 'gamma': 0.23357214690901212, 'kernel': 'rbf'}",0.9105433168280289,0.003942889565656235
338,"{'C': 2335.7214690901214, 'gamma': 0.4832930238571752, 'kernel': 'rbf'}",0.9003487499541285,0.00506823142581706
339,"{'C': 2335.7214690901214, 'gamma': 1.0, 'kernel': 'rbf'}",0.892542580353162,0.00593828885558258
340,"{'C': 3792.690190732246, 'gamma': 1e-06, 'kernel': 'rbf'}",0.9219328205004906,0.002138738802477045
341,"{'C': 3792.690190732246, 'gamma': 2.06913808111479e-06, 'kernel': 'rbf'}",0.9247798906085958,0.001900913930640205
342,"{'C': 3792.690190732246, 'gamma': 4.281332398719396e-06, 'kernel': 'rbf'}",0.9259738994319526,0.0020287829133506774
343,"{'C': 3792.690190732246, 'gamma': 8.858667904100832e-06, 'kernel': 'rbf'}",0.9271678238939274,0.0015390444229554897
344,"{'C': 3792.690190732246, 'gamma': 1.8329807108324375e-05, 'kernel': 'rbf'}",0.9266165222610706,0.0012753765818368798
345,"{'C': 3792.690190732246, 'gamma': 3.792690190732254e-05, 'kernel': 'rbf'}",0.9274430950841357,0.0011952399409925329
346,"{'C': 3792.690190732246, 'gamma': 7.847599703514606e-05, 'kernel': 'rbf'}",0.9278104467230455,0.0014917065256326437
347,"{'C': 3792.690190732246, 'gamma': 0.0001623776739188721, 'kernel': 'rbf'}",0.9291881102755116,0.0015469131717073458
348,"{'C': 3792.690190732246, 'gamma': 0.0003359818286283781, 'kernel': 'rbf'}",0.9300147252792679,0.001316276271644189
349,"{'C': 3792.690190732246, 'gamma': 0.0006951927961775605, 'kernel': 'rbf'}",0.9311165692925412,0.0030097189372791195
350,"{'C': 3792.690190732246, 'gamma': 0.0014384498882876629, 'kernel': 'rbf'}",0.9312087341026247,0.0036418934467802705
351,"{'C': 3792.690190732246, 'gamma': 0.002976351441631316, 'kernel': 'rbf'}",0.9326782672003369,0.003024194334192849
352,"{'C': 3792.690190732246, 'gamma': 0.00615848211066026, 'kernel': 'rbf'}",0.931208776283316,0.003249516883058895
353,"{'C': 3792.690190732246, 'gamma': 0.012742749857031322, 'kernel': 'rbf'}",0.9313005192864884,0.002824185265574091
354,"{'C': 3792.690190732246, 'gamma': 0.026366508987303555, 'kernel': 'rbf'}",0.9289125860011567,0.0020607523077575012
355,"{'C': 3792.690190732246, 'gamma': 0.05455594781168514, 'kernel': 'rbf'}",0.9215651735967434,0.0014844375283420725
356,"{'C': 3792.690190732246, 'gamma': 0.11288378916846883, 'kernel': 'rbf'}",0.914676855834412,0.004239744558012913
357,"{'C': 3792.690190732246, 'gamma': 0.23357214690901212, 'kernel': 'rbf'}",0.9085229039043714,0.004451837301130105
358,"{'C': 3792.690190732246, 'gamma': 0.4832930238571752, 'kernel': 'rbf'}",0.8987873473111708,0.006904662327872795
359,"{'C': 3792.690190732246, 'gamma': 1.0, 'kernel': 'rbf'}",0.8923588834433616,0.006809062880772385
360,"{'C': 6158.48211066026, 'gamma': 1e-06, 'kernel': 'rbf'}",0.9241371834180955,0.002896585395854058
361,"{'C': 6158.48211066026, 'gamma': 2.06913808111479e-06, 'kernel': 'rbf'}",0.9270759543486816,0.0015070238692556797
362,"{'C': 6158.48211066026, 'gamma': 4.281332398719396e-06, 'kernel': 'rbf'}",0.926616648803144,0.0010892511035953878
363,"{'C': 6158.48211066026, 'gamma': 8.858667904100832e-06, 'kernel': 'rbf'}",0.9266167753452172,0.0015867650936730942
364,"{'C': 6158.48211066026, 'gamma': 1.8329807108324375e-05, 'kernel': 'rbf'}",0.9273512255388899,0.0008894654607095155
365,"{'C': 6158.48211066026, 'gamma': 3.792690190732254e-05, 'kernel': 'rbf'}",0.9271675708097806,0.0016562248478611504
366,"{'C': 6158.48211066026, 'gamma': 7.847599703514606e-05, 'kernel': 'rbf'}",0.9279942279942279,0.0022351079301339938
367,"{'C': 6158.48211066026, 'gamma': 0.0001623776739188721, 'kernel': 'rbf'}",0.9285452343622469,0.0009856493911969532
368,"{'C': 6158.48211066026, 'gamma': 0.0003359818286283781, 'kernel': 'rbf'}",0.9308412559216418,0.002166554647123387
369,"{'C': 6158.48211066026, 'gamma': 0.0006951927961775605, 'kernel': 'rbf'}",0.9306574746504591,0.0032493567482442622
370,"{'C': 6158.48211066026, 'gamma': 0.0014384498882876629, 'kernel': 'rbf'}",0.9318516100158896,0.003503298866190237
371,"{'C': 6158.48211066026, 'gamma': 0.002976351441631316, 'kernel': 'rbf'}",0.9327703476490381,0.003286852769528639
372,"{'C': 6158.48211066026, 'gamma': 0.00615848211066026, 'kernel': 'rbf'}",0.931300730189944,0.0028041438598067933
373,"{'C': 6158.48211066026, 'gamma': 0.012742749857031322, 'kernel': 'rbf'}",0.9304740730054964,0.0023110980022773633
374,"{'C': 6158.48211066026, 'gamma': 0.026366508987303555, 'kernel': 'rbf'}",0.9272592716322621,0.002408086610720158
375,"{'C': 6158.48211066026, 'gamma': 0.05455594781168514, 'kernel': 'rbf'}",0.9193612746667409,0.0030687593643028677
376,"{'C': 6158.48211066026, 'gamma': 0.11288378916846883, 'kernel': 'rbf'}",0.9137584556467925,0.00469290721045683
377,"{'C': 6158.48211066026, 'gamma': 0.23357214690901212, 'kernel': 'rbf'}",0.906502575342096,0.003344495049054154
378,"{'C': 6158.48211066026, 'gamma': 0.4832930238571752, 'kernel': 'rbf'}",0.8968586352099944,0.007238613081189358
379,"{'C': 6158.48211066026, 'gamma': 1.0, 'kernel': 'rbf'}",0.8918994935364418,0.006296887828021252
380,"{'C': 10000.0, 'gamma': 1e-06, 'kernel': 'rbf'}",0.9262493393449255,0.0014272186702530627
381,"{'C': 10000.0, 'gamma': 2.06913808111479e-06, 'kernel': 'rbf'}",0.9269840848034357,0.0017074470732385786
382,"{'C': 10000.0, 'gamma': 4.281332398719396e-06, 'kernel': 'rbf'}",0.9263412510708623,0.0017433768571311118
383,"{'C': 10000.0, 'gamma': 8.858667904100832e-06, 'kernel': 'rbf'}",0.927075743445226,0.0014890567416020043
384,"{'C': 10000.0, 'gamma': 1.8329807108324375e-05, 'kernel': 'rbf'}",0.9269838317192892,0.001564246288433172
385,"{'C': 10000.0, 'gamma': 3.792690190732254e-05, 'kernel': 'rbf'}",0.9277186615391819,0.0015500151861610962
386,"{'C': 10000.0, 'gamma': 7.847599703514606e-05, 'kernel': 'rbf'}",0.928728846910665,0.0007926814230664374
387,"{'C': 10000.0, 'gamma': 0.0001623776739188721, 'kernel': 'rbf'}",0.9292798954593751,0.0012684059840859167
388,"{'C': 10000.0, 'gamma': 0.0003359818286283781, 'kernel': 'rbf'}",0.9309329989248143,0.002767494985735205
389,"{'C': 10000.0, 'gamma': 0.0006951927961775605, 'kernel': 'rbf'}",0.9313005192864884,0.003241273954458841
390,"{'C': 10000.0, 'gamma': 0.0014384498882876629, 'kernel': 'rbf'}",0.9316679131060891,0.003428096525659399
391,"{'C': 10000.0, 'gamma': 0.002976351441631316, 'kernel': 'rbf'}",0.9330457875620108,0.0036040692163331616
392,"{'C': 10000.0, 'gamma': 0.00615848211066026, 'kernel': 'rbf'}",0.9309332520089608,0.0029242667497581753
393,"{'C': 10000.0, 'gamma': 0.012742749857031322, 'kernel': 'rbf'}",0.9309331676475786,0.002439010288913554
394,"{'C': 10000.0, 'gamma': 0.026366508987303555, 'kernel': 'rbf'}",0.9262490440800877,0.0022617533097255282
395,"{'C': 10000.0, 'gamma': 0.05455594781168514, 'kernel': 'rbf'}",0.9189939230278312,0.0034189769653130506
396,"{'C': 10000.0, 'gamma': 0.11288378916846883, 'kernel': 'rbf'}",0.9119211491032596,0.005162854314431609
397,"{'C': 10000.0, 'gamma': 0.23357214690901212, 'kernel': 'rbf'}",0.9046657327861654,0.004018956900960338
398,"{'C': 10000.0, 'gamma': 0.4832930238571752, 'kernel': 'rbf'}",0.8964912835710848,0.007646103310956473
399,"{'C': 10000.0, 'gamma': 1.0, 'kernel': 'rbf'}",0.8918074974491228,0.005627685037474952
